Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
5,"[0.00, 0.50)",0.0,0.5,137,29.927006363868713,40.145984292030334,13.868613541126251,16.05839431285858
5,"[0.50, 0.60)",0.5,0.6,251,37.84860670566559,33.46613645553589,18.326693773269653,10.358566045761108
5,"[0.60, 0.70)",0.6,0.7,251,55.37848472595215,24.302789568901062,10.756972432136536,9.561753273010254
5,"[0.70, 0.80)",0.7,0.8,274,74.08758997917175,12.773722410202026,6.2043797224760056,6.934306770563126
5,"[0.80, 0.90)",0.8,0.9,577,86.82842254638672,6.065857782959938,1.5597919933497906,5.545927211642265
5,"[0.90, 0.95)",0.9,0.95,650,92.76922941207886,2.6153845712542534,1.230769231915474,3.384615480899811
5,"[0.95, 0.99)",0.95,0.99,1667,97.30054140090942,0.5998800043016672,0.23995200172066689,1.8596280366182327
5,"[0.99, 1.00]",0.99,1.0,6193,99.77393746376038,0.016147263522725552,0.0,0.2099144272506237
6,"[0.00, 0.50)",0.0,0.5,124,33.06451737880707,33.8709682226181,9.677419066429138,23.38709682226181
6,"[0.50, 0.60)",0.5,0.6,199,40.70351719856262,36.180904507637024,11.557789146900177,11.557789146900177
6,"[0.60, 0.70)",0.6,0.7,206,58.2524299621582,22.815534472465515,6.310679763555527,12.621359527111053
6,"[0.70, 0.80)",0.7,0.8,301,76.07973217964172,8.637873828411102,2.9900332912802696,12.29235902428627
6,"[0.80, 0.90)",0.8,0.9,528,87.87878751754761,3.9772726595401764,0.9469697251915932,7.196969538927078
6,"[0.90, 0.95)",0.9,0.95,570,94.56140398979187,1.5789473429322243,0.3508772002533078,3.5087719559669495
6,"[0.95, 0.99)",0.95,0.99,1584,97.91666865348816,0.12626262614503503,0.06313131307251751,1.8939394503831863
6,"[0.99, 1.00]",0.99,1.0,6488,99.8304545879364,0.015413069922942668,0.0,0.15413070796057582
7,"[0.00, 0.50)",0.0,0.5,99,29.29292917251587,16.161616146564484,22.22222238779068,32.32323229312897
7,"[0.50, 0.60)",0.5,0.6,168,44.64285671710968,20.23809552192688,10.71428582072258,24.4047611951828
7,"[0.60, 0.70)",0.6,0.7,167,68.8622772693634,8.383233845233917,4.191616922616959,18.5628741979599
7,"[0.70, 0.80)",0.7,0.8,197,73.09644818305969,2.0304568111896515,0.0,24.873095750808716
7,"[0.80, 0.90)",0.8,0.9,437,89.47368264198303,0.6864988710731268,0.2288329415023327,9.610983729362488
7,"[0.90, 0.95)",0.9,0.95,504,97.22222089767456,0.0,0.0,2.777777798473835
7,"[0.95, 0.99)",0.95,0.99,1683,98.57397675514221,0.0,0.0,1.4260249212384224
7,"[0.99, 1.00]",0.99,1.0,6745,99.9555230140686,0.0,0.0,0.04447739047463983
8,"[0.00, 0.50)",0.0,0.5,95,34.736841917037964,0.0,0.0,65.26315808296204
8,"[0.50, 0.60)",0.5,0.6,147,59.183675050735474,0.0,0.0,40.816327929496765
8,"[0.60, 0.70)",0.6,0.7,181,74.58563446998596,0.0,0.0,25.414365530014038
8,"[0.70, 0.80)",0.7,0.8,182,73.07692170143127,0.0,0.0,26.923078298568726
8,"[0.80, 0.90)",0.8,0.9,412,91.99029207229614,0.0,0.0,8.009708672761917
8,"[0.90, 0.95)",0.9,0.95,546,96.52014374732971,0.0,0.0,3.479853644967079
8,"[0.95, 0.99)",0.95,0.99,1763,99.26261901855469,0.0,0.0,0.7373794447630644
8,"[0.99, 1.00]",0.99,1.0,6674,99.97003078460693,0.0,0.0,0.029967035516165197
