Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
3,"[0.60, 0.70)",0.6,0.7,31,41.93548262119293,12.903225421905518,6.451612710952759,38.70967626571655
3,"[0.70, 0.80)",0.7,0.8,28,57.14285969734192,3.57142873108387,0.0,39.28571343421936
3,"[0.80, 0.90)",0.8,0.9,50,63.999998569488525,0.0,0.0,36.000001430511475
3,"[0.90, 0.95)",0.9,0.95,43,76.74418687820435,0.0,0.0,23.255814611911774
3,"[0.95, 0.99)",0.95,0.99,32,78.125,0.0,0.0,21.875
3,"[0.99, 1.00]",0.99,1.0,8,87.5,0.0,0.0,12.5
4,"[0.00, 0.50)",0.0,0.5,32,6.25,34.375,3.125,56.25
4,"[0.50, 0.60)",0.5,0.6,21,42.85714328289032,23.80952388048172,4.76190485060215,28.57142984867096
4,"[0.60, 0.70)",0.6,0.7,29,34.48275923728943,3.448275849223137,10.34482792019844,51.724135875701904
4,"[0.70, 0.80)",0.7,0.8,35,60.00000238418579,0.0,0.0,40.00000059604645
4,"[0.80, 0.90)",0.8,0.9,54,53.70370149612427,0.0,0.0,46.296295523643494
4,"[0.90, 0.95)",0.9,0.95,39,76.92307829856873,0.0,0.0,23.076923191547394
4,"[0.95, 0.99)",0.95,0.99,45,86.66666746139526,0.0,0.0,13.333334028720856
4,"[0.99, 1.00]",0.99,1.0,9,88.88888955116272,0.0,0.0,11.11111119389534
5,"[0.00, 0.50)",0.0,0.5,32,21.875,18.75,9.375,50.0
5,"[0.50, 0.60)",0.5,0.6,16,31.25,6.25,12.5,50.0
5,"[0.60, 0.70)",0.6,0.7,35,40.00000059604645,5.714285746216774,0.0,54.28571701049805
5,"[0.70, 0.80)",0.7,0.8,33,51.51515007019043,3.030303120613098,0.0,45.45454680919647
5,"[0.80, 0.90)",0.8,0.9,44,63.63636255264282,0.0,0.0,36.36363744735718
5,"[0.90, 0.95)",0.9,0.95,43,72.09302186965942,0.0,0.0,27.906978130340576
5,"[0.95, 0.99)",0.95,0.99,50,86.00000143051147,0.0,0.0,14.000000059604645
5,"[0.99, 1.00]",0.99,1.0,11,90.90909361839294,0.0,0.0,9.090909361839294
6,"[0.00, 0.50)",0.0,0.5,30,23.333333432674408,20.000000298023224,3.333333507180214,53.33333611488342
6,"[0.50, 0.60)",0.5,0.6,15,53.33333611488342,13.333334028720856,13.333334028720856,20.000000298023224
6,"[0.60, 0.70)",0.6,0.7,31,38.70967626571655,3.2258063554763794,0.0,58.06451439857483
6,"[0.70, 0.80)",0.7,0.8,37,51.35135054588318,0.0,0.0,48.64864945411682
6,"[0.80, 0.90)",0.8,0.9,44,61.36363744735718,0.0,0.0,38.63636255264282
6,"[0.90, 0.95)",0.9,0.95,42,69.04761791229248,0.0,0.0,30.95238208770752
6,"[0.95, 0.99)",0.95,0.99,51,84.3137264251709,0.0,0.0,15.686275064945221
6,"[0.99, 1.00]",0.99,1.0,14,92.85714030265808,0.0,0.0,7.14285746216774
7,"[0.00, 0.50)",0.0,0.5,29,24.13793057203293,10.34482792019844,10.34482792019844,55.17241358757019
7,"[0.50, 0.60)",0.5,0.6,19,57.894736528396606,5.263157933950424,0.0,36.84210479259491
7,"[0.60, 0.70)",0.6,0.7,32,40.625,0.0,0.0,59.375
7,"[0.70, 0.80)",0.7,0.8,33,51.51515007019043,3.030303120613098,0.0,45.45454680919647
7,"[0.80, 0.90)",0.8,0.9,47,59.574466943740845,0.0,0.0,40.425533056259155
7,"[0.90, 0.95)",0.9,0.95,45,71.11111283302307,0.0,0.0,28.888890147209167
7,"[0.95, 0.99)",0.95,0.99,48,89.58333134651184,0.0,0.0,10.41666641831398
7,"[0.99, 1.00]",0.99,1.0,11,90.90909361839294,0.0,0.0,9.090909361839294
8,"[0.00, 0.50)",0.0,0.5,27,29.629629850387573,0.0,0.0,70.37037014961243
8,"[0.50, 0.60)",0.5,0.6,24,58.33333134651184,0.0,0.0,41.66666567325592
8,"[0.60, 0.70)",0.6,0.7,26,53.84615659713745,0.0,0.0,46.15384638309479
8,"[0.70, 0.80)",0.7,0.8,39,46.15384638309479,0.0,0.0,53.84615659713745
8,"[0.80, 0.90)",0.8,0.9,43,60.4651153087616,0.0,0.0,39.5348846912384
8,"[0.90, 0.95)",0.9,0.95,42,71.42857313156128,0.0,0.0,28.57142984867096
8,"[0.95, 0.99)",0.95,0.99,50,87.99999952316284,0.0,0.0,11.999999731779099
8,"[0.99, 1.00]",0.99,1.0,13,92.30769276618958,0.0,0.0,7.6923079788684845
