Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
7,"[0.60, 0.70)",0.6,0.7,40,42.500001192092896,0.0,0.0,57.499998807907104
7,"[0.70, 0.80)",0.7,0.8,34,67.64705777168274,0.0,0.0,32.35294222831726
7,"[0.80, 0.90)",0.8,0.9,39,56.41025900840759,0.0,0.0,43.589743971824646
7,"[0.90, 0.95)",0.9,0.95,35,80.0000011920929,0.0,0.0,20.000000298023224
7,"[0.95, 0.99)",0.95,0.99,45,91.11111164093018,0.0,0.0,8.888889104127884
7,"[0.99, 1.00]",0.99,1.0,17,100.0,0.0,0.0,0.0
8,"[0.00, 0.50)",0.0,0.5,31,41.93548262119293,0.0,0.0,58.06451439857483
8,"[0.50, 0.60)",0.5,0.6,27,40.74074029922485,0.0,0.0,59.25925970077515
8,"[0.60, 0.70)",0.6,0.7,33,45.45454680919647,0.0,0.0,54.54545617103577
8,"[0.70, 0.80)",0.7,0.8,40,64.99999761581421,0.0,0.0,34.99999940395355
8,"[0.80, 0.90)",0.8,0.9,38,57.894736528396606,0.0,0.0,42.105263471603394
8,"[0.90, 0.95)",0.9,0.95,34,79.41176295280457,0.0,0.0,20.588235557079315
8,"[0.95, 0.99)",0.95,0.99,45,93.33333373069763,0.0,0.0,6.666667014360428
8,"[0.99, 1.00]",0.99,1.0,16,100.0,0.0,0.0,0.0
